1,text,Text,feather:type,1,2024-02-06 14:57:38.602705,,,0
2,text-area,Text Area,feather:message-square,1,2024-02-06 14:57:38.602705,,,0
3,number,Numeric,feather:dollar-sign,1,2024-02-06 14:57:38.602705,,,0
4,datepicker,Datepicker,feather:calendar,1,2024-02-06 14:57:38.602705,,,0
5,checkbox,Check Box,heroicons_outline:check,1,2024-02-06 14:57:38.602705,,,0
6,menu,Menu,feather:menu,1,2024-02-06 14:57:38.602705,,,0
7,multi-select,Mutli Select Menu,feather:list,1,2024-02-06 14:57:38.602705,,,0
